id,description
3103,"I was asked to bring this to your attention as soon as you returned from the kobold camps, <name>. It appears to be a letter sealed with the insignia of Priestess Anetta, our local priest trainer. I wouldn't hesitate to read it before you go about any other business here in the Abbey."
3104,"I was asked to bring this to your attention as soon as you returned from the kobold camps, <name>. It appears to be a letter sealed with the insignia of Khelden, our local mage trainer. I wouldn't hesitate to read it before you go about any other business here in the Abbey."
3105,"I was asked to bring this to your attention as soon as you returned from the kobold camps, <name>. It appears to be a letter sealed with the insignia of Drusilla, one of our local trainers. I wouldn't hesitate to read it before you go about any other business here in the Abbey."
3106,"While you were helping me out, this rune was given to me to pass on to you. Take some time to read it when you have a chance. I'm thinkin' it came from the warrior trainer Thran. Take a gander at it and go find him inside Anvilmar when you've a chance."
3107,"While you were helping me out, this rune was given to me to pass on to you. Take some time to read it when you have a chance. I'm thinkin' it came from the paladin trainer Bromos. Take a gander at it and go find him inside Anvilmar when you've a chance."
3108,"While you were helping me out, this rune was given to me to pass on to you. Take some time to read it when you have a chance. I'm thinkin' it came from the hunter trainer Thorgas. Take a gander at it and go find him inside Anvilmar when you've a chance."
3109,"While you were helping me out, this rune was given to me to pass on to you. Take some time to read it when you have a chance. I'm thinkin' it came from the rogue trainer Solm. Take a gander at it and go find him inside Anvilmar when you've a chance."
3110,"While you were helping me out, this rune was given to me to pass on to you. Take some time to read it when you have a chance. I'm thinkin' it came from the priest trainer Branstock. Take a gander at it and go find him inside Anvilmar when you've a chance."
3112,"While you were helping me out, this memorandum was given to me to pass on to you. Take some time to read it when you have a chance. I'm thinkin' it came from the warrior trainer Thran. Take a gander at it and go find him inside Anvilmar when you've a chance."
3113,"While you were helping me out, this memorandum was given to me to pass on to you. Take some time to read it when you have a chance. I'm thinkin' it came from the rogue trainer Solm. Take a gander at it and go find him inside Anvilmar when you've a chance."
3114,"While you were helping me out, this memorandum was given to me to pass on to you. Take some time to read it when you have a chance. I'm thinkin' it came from the mage trainer Marryk. Take a gander at it and go find him inside Anvilmar when you've a chance."
3115,"While you were helping me out, this memorandum was given to me to pass on to you. Take some time to read it when you have a chance. I'm thinkin' it came from the warlock trainer Alamar. Take a gander at it and go find him inside Anvilmar when you've a chance.And watch yerself, <name>, your kind ain't too trusted 'round these parts."
3116,"This sigil was given to me by a messenger from our warrior trainer, Alyissia. It seems Alyissia would have words with you when you have a moment. Read it and bring it to her afterwards."
3117,"This sigil was given to me by a messenger from our hunter trainer, Ayanna. It seems Ayanna would have words with you when you have a moment. Read it and bring it to her afterwards."
3118,"This sigil was given to me by a messenger from our rogue trainer, Frahun. It seems Frahun would have words with you when you have a moment. Read it and bring it to him afterwards."
3119,"This sigil was given to me by a messenger from our priest trainer, Shanda. It seems Shanda would have words with you when you have a moment. Read it and bring it to her afterwards."
3120,"This sigil was given to me by a messenger from our druid trainer, Mardant. It seems Mardant would have words with you when you have a moment. Read it and bring it to him afterwards."
3121,"Neeru Fireblade in Orgrimmar has what I need to get started here! He has mixed up a concoction that I need for my... well, you'll see.Off with you now -- to Orgrimmar. Here, take this with you. It's a shrunken head that I promised Neeru in exchange for the herbs. It's the head of some poor dwarf I ventured across in the forest. I'm sure Neeru will be pleased.You'll find Neeru in the Cleft of Shadow."
3122,"Here are the herbs, <name>. Take them to Witch Doctor Uzer'i.Please let him know that I am satisfied with the shrunken head."
3123,"This will be a test; both of the ritual I performed, and of your abilities. Take this vessel, <name>. With it, you will have the power to shrink and capture a creature inside of it.Travel to the Hinterlands and look for creatures known as Wildkin that were once pets of the night elf goddess Elune. The vicious, primitive, or savage owlbeasts are your targets, <name>. Kill 10, and use the muisek vessel to shrink and capture them before their spirits can escape."
3124,"Since you have proven that you are both trustworthy and gifted with the ability to use the muisek vessel, I now wish you to capture another creature.Hippogryphs have been loyal companions to the night elves for many years; their spirits are loyal and steadfast.Your task is to kill 10 frayfeather hippogryphs, and quickly, shrink and capture them with the vessel, so that their muisek may be preserved. You will find the hippogryphs in the High Wilderness, to the south of here."
3125,"<name>, next I must have you capture a creature that in appearance, may look quite fragile, yet its powerful spirit is what we are truly after. The faerie dragons that I speak of have served the night elves as their allies. We must capture one so that the horde may benefit from this strength of spirit as well.Here is the muisek, <name>. Kill 8 sprite darters or sprite dragons, and capture their muisek. They may be found to the west of here."
3126,"The wandering forest walkers that can be found meandering through the forest are our next target, <name>. Night elves have enlisted treants as allies to fight against the horde. Their movement may be slow, but their role as protectors is undeniable.Soon we will be able to use this power for our own benefit.Find 3 wandering forest walkers; kill them, and use the muisek vessel to shrink and capture them."
3127,"The last task I will require of you is to travel to the northwest and find the final enemy.The mountain giants left the mountains to aid the night elves when the burning legion appeared in the world. You will know them by their massive size and the way the ground begins to shake as you travel along their rocky terrain.I am eager to harness power of that size. Kill 7 mountain giants, then use the muisek vessel to capture their powerful muisek."
3128,"I will need certain materials to complete my endeavor... You may do this alongside the other tasks I will give you.I'll need a splintered log from a treant of Feralas. Encrusted minerals, these can be found on the mountain giants and faerie dragons to the west. Also, find me some resilient sinew from the owlbeasts of the Hinterlands or hippogryphs of Feralas. Finally, I'll need a large amount of metallic fragments from any of these creatures I mentioned."
3129,"Imbuing the muisek into the weapons is a difficult process. Now that I have all of the required materials and the muisek of the creatures that you captured, I may begin. Please wait; I will return in a moment."
3130,"At this point, I am going to direct you to my second, Latronicus.  He's been keeping a close eye on the naga forces to date.  I'll assess the general situation here in regards to the naga; as much as I want to commit a full force to move against them, leaving the stronghold open to direct attack from the Horde - or worse - seems less than optimal.Anyway, Latronicus awaits.  Good work thus far, <name>.  Keep it up.You're dismissed."
3141,So you wish to battle demons? You would do well to listen to my tale.
3161,"<name>, I'm a scientist, but also a treasure hunter at heart!Long ago, when trolls used to occupy this land, they created large amounts of ornaments modeled after Gahz'rilla, a hydra they worshipped as a deity. These ornaments are carved out of an element that I call ""Gahz'ridian,"" after the hydra god.I did find some myself, but I'd like to have some more to study -- maybe you can find some?I even invented a detector that makes finding the Gahz'ridian a snap! Just put it on, and the search begins!"
3181,"The gigantic horn has numerous scratches and cracks. An unusual metal object is lodged into the rough surface.Upon further examination, you notice that the metal is actually a broken axe head. On the metal, the following words are etched:Property of Mountaineer Pebblebitty.When you try and dislodge the broken axe head, it shatters into a million pieces.Woops!"
3182,"You expect me to believe a story like that? The real horn would have had my broken axe head still lodged into its surface.Listen, take that obvious fake to Curator Thorius in Ironforge. If he can validate your claim, you will receive a proof of deed. Bring that proof back to me and I'll give you the key to the Searing Gorge.Get going!"
3201,"I can't believe Pebblebitty doubted the authenticity of the horn. Between you and me, I think she's just jealous. I know she really wanted to kill that beast herself, what with the 'incident' and all.So you need a proof of deed? After the contribution you just made to the museum, it won't be a problem.<Curator Thorius begins to fill out a large document.>There we go! You can take that back to Pebblebitty."
3221,"While you were out helping our deathstalkers, Apothecary Renferrel sent you a summons.  He did not give me details, but he wanted to speak with you about the wolf hearts you had given him."
3261,"Your time with me is over, <name>.  To learn more, you must go to Camp Taurajo to the south and speak with Jorn Skyseer.  He will continue your guidance."
3281,"You may have killed the raptors, but the silver they stole must be recovered!  I have reports that the raptors have a large grouping of nests south of Ratchet, known as the Raptor Grounds.  It is likely that they brought our stolen silver there.Go to this raptor haven and search for the stolen silver.  When you find it, return it to me."
3301,"My clanmate, Mura Runetotem, traveled to Silverpine so that she might aid our undead allies.  Silverpine is an ailing forest, a dying forest, and it was Mura's hope to bring it new life.  Perhaps the strange life found here in the Barrens can help her work in Silverpine.Take a sample of the shells you gathered, and bring it to Mura in Silverpine.  She is staying at the Sepulcher.  With luck, studying the shell will give her the insight she needs to heal that dying place."
3321,"You have done much for the Order, <name>. The sheer dedication it takes to get this far would have turned away any ordinary person. There is no doubt in my mind, or in the mind of Galvan, that you are one of us.Which is why I think you deserve a little reward. It is nothing really, just a trinket. You may be familiar with its properties, as I do believe it is what brought you to us in the first place."
3341,"In the Barrens lies a horrid mess of tangled vines called Razorfen Downs. While our first observations of this place revealed little threat, our recent findings are much more serious...The quilboar of Razorfen Downs have aligned themselves with the Scourge. A Lich named Amnennar the Coldbringer rules them now, using the power of his massive consciousness to control their every move.Amnennar has a direct telepathic link to Ner'zhul; we must sever this bond, <name>. An end must come to the Coldbringer."
3361,"We drove the troggs out of Gnomeregan, but then it all went so horribly wrong!  Now our home is completely irradiated, and we gnomes have been scattered all over Dun Morogh.In my haste to get away from the radiation, I lost all my personal belongings and tools.  It was the trolls that got them.  They stole my chest, my box, and my bucket of bolts!  They took them back to their camps southwest of Anvilmar.I'm no adventurer - could you find my things and bring them here to me, please?"
3362,"Have you ever seen Thistleshrub Valley? It's a mighty dangerous place, <name>.Those strange beasts there, I don't trust them for a minute! Gnarled thistleshrubs and thistleshrub rootshapers, that's what I think they were called...Anyhow, I want to get into the valley, but with so many of those thistleshrubs around, there's no way I'm going back there. But here's where you come in -- if you clear some of them out, I just might think about going back. What do you think, <name>? Help me out?"
3364,"Gah!  I was supposed to get this delicious scalding mornbrew to Durnan Furcutter inside Anvilmar a while ago now, but I had to deliver one to Grelin here first.  I'll never make it to Anvilmar before the brew runs cold!You look fast.  Maybe you can make it.  This cup will only stay hot for five more minutes, and Durnan didn't order ""chilly"" mornbrew, so get going.  Anvilmar is to the northeast, a settlement dug into the mountain.Thanks, <name>, and don't forget to bring me back my mug!"
3365,"Now that hit the spot!  Nothing like a piping hot - nay, SCALDING mornbrew on a cold winter's day to warm your cackles of yer soul.Here ya go <name> - be a pal and take this empty mug back to Nori for me, would ya now."
3367,"<Dorius groans.>I'm badly injured, <race>. Feel... light headed... World spinning... Bleeding... internally.I must get back to Ironforge. Help me, <name>."
3368,"Brother,If you are reading this letter, I am no more. How it got to you, I do not know, but thank and reward the ones responsible.About the stones: They exist and the Dark Irons have them in their possession. Their leader, Lathoric the Black, is using the power of the stones to enslave my excavation team. They were taken to the cauldron. Their minds are twisted, working night and day to complete something called Obsidion.Help them, brother. It is the final wish of a dead man.-Dorius"
3369,"This shard holds great secrets; it is the pure essence of the Emerald Dream. However, what I see in this shard is not a dream; one would call this sort of a vision a nightmare.I do not wish to alarm you, <name>, but I think it is best if you deliver this shard into the hands of a wise druid as soon as you can.Hamuul Runetotem on Elder Rise is who you need to find. Head to Thunder Bluff. I cannot say more."
3370,"This shard holds great secrets; it is the pure essence of the Emerald Dream. However, what I see in this shard is not a dream; one would call this sort of a vision a nightmare.I do not wish to alarm you, <name>, but I think it is best if you deliver this shard into the hands of a wise druid as soon as you can...Mathrengyl Bearwalker in the Cenarion Circle is who you need to find. Head to Darnassus. I cannot say more."
3371,"There is an empty, vacuous hole, where my heart used to be, <name>. The loss of Dorius is not one that I will soon recover from. I must see his final wish through - the perpetrators of this cold blooded murder must be brought to justice.Return to the Searing Gorge and fulfill his last request: Free his men. The Dark Iron dwarves force their slaves to work in a sweltering mine called the Slag Pits. Search there for Dorius' men."
3372,"Release them, <race>. Even after their bodies give out, the power of the Suntara forces them to complete their tasks.The altar of Suntara is the key. Go northwest; in the hills above the cave... Twilight's Hammer guard a relic. Retrieve it and place it on the altar of Suntara.<The dying archaeologist collapses.>"
3373,"As you touch the gem, a deep voice resonates in your mind.""Mortal, heed this plea.  I am Eranikus of the Green Dragonflight, keeper of this accursed temple.  My charge to ensure that the trolls never again bring forth their abomination of a god has for now ended in failure.  As I imbue this gem with part of my essence, I sense my grip on the Dream twisting into chaos.  Please - place this gem into the essence font in my lair, and let our magic there purge the taint from my psyche so that I may rest."""
3374,"You engage the Oathstone, and Itharius speaks directly to your mind through the stone.""By accepting the charge placed in this Oathstone, you agree to aid my cause and the cause of Ysera's Dragonflight in redeeming the corrupted soul of Eranikus.  The first sacrifice, one of many you and I will no doubt make, will be to relinquish the gem to me that has chained what free-willed part of Eranikus' psyche remains.""""Do this <name>, and we will work together to redeem a soul worthy of redemption."""
3375,"Um... you need another phial of scrying?  You're kidding, right?  What did you do with the first one?!  We have a lot of work ahead of us here, <race>.  Those phials don't grow on trees!  Actually, I wish they did, because I'd go there and pick one off since I don't have another one!!in order to make you one, I need the following: a mana potion, a piece of coal, and some sweet nectar.  Don't ask why, just bring me what I ask and I'll make you a new one."
3376,"<name> - I have heard of you, newcomer.  Perhaps it is you that will help us, where others have failed.We tauren have carved a home out of this land, but not without a cost.  The Bristleback quilboars of Brambleblade Ravine, led by Chief Sharptusk Thornmantle, have made our lives difficult with their continued war against us.  I charge you to bring me the chief's head!He will be found in the ravine to the east in their makeshift village."
3377,"Will you assist me, mortal? Hear my tale."
3378,"Will you assist me, mortal? Will you find the prayer to Elune?As I stated, the prayer was etched onto a golden tablet. One of these idol worshipping scoundrels must have it on their person.If you do recover my prayer, take it to Astarii Starseeker in Darnassus. It matters little that my faith has been rekindled after the countless malevolent actions that I have taken against this world and its inhabitants, but my prayer must be heard. Absolution is the last thing I expect."
3379,"The spiders of the Searing Gorge are an invaluable source of shadow silk. As you know, shadow silk is highly sought after by the artisans of our trade.Recently, a group of poachers has encroached upon these lands, carelessly slaying spiders en masse without so much as a thought as to the long term effect of their actions. The first task I ask of you, then, is a simple one: Find them... and end them.Begin your search to the north.If you require assistance, speak with Raze."
3380,"There are restless spirits in this world, <name>. There are spirits that have been tainted by their isolation, bound to an ancient evil...I have heard of a place that lies deep below the surface of the earth -- banished there by powers greater than I have ever seen.If you wish to learn more of this place; the Sunken Temple, seek out a goblin named Marvon Rivetseeker. He has studied many ancient areas of the world, and was last known to have left his home in Ratchet to study the troll ruins in Tanaris."
3382,"We were just off the coast looking for a safe haven to make anchor. The sun hadn't been down for more than an hour when they attacked... those damned naga!I'm not sure what they were looking for, but it's clear they didn't find it--they've already come back once. A couple of my scouts are on watch at the entrance of the valley to give us fair warning when the next attack comes.I'm sorry you've come along now, <name>, but it's out of my hands.Are you ready for the fight of your life?"
3385,"They call themselves the Undermarket: Cutthroat traders that will sell, move, trade and do just about anything for the right price.It gets worse, <name>. They have set up a base of operations here in the Searing Gorge. Trade Master Kovic is heading up the operation and has close ties with the Dark Iron dwarves of the region.We must strike hard and send a message to their leadership. Slay Trade Master Kovic and his minion Clunk. Bring back his trader's satchel when the job is done.To the Cauldron!"
3402,I want you to personally deliver the news of Kovic's defeat to Vizzklick in Gadgetzan. He will be so happy to hear that Kovic is dead that I'm certain he'll give you some grand reward.
3441,"Hear my tale, adventurer."
3442,"You have made the right decision, <name>.We must strike where we will do the most damage: the four sentry towers.With the four towers in flames, we can initiate an offensive before they have time to react.You will need the proper tool to set the towers ablaze. To make the tool requires some materials.Bring me four hearts of flame and four golem oil and I shall craft the torch of flawless flame.The golems and elementals in these lands should be your first target."
3443,"To hold the flawless flame, we will need a shaft and a casing. You must first find a suitable shaft.The Dark Iron taskmasters and slavers of the cauldron use weapons of enchanted thorium, an extremely sturdy alloy. If you bring me eight thorium plated daggers, I can break the alloy down and reforge a shaft."
3444,"I once entered the foreboding chambers of the Sunken Temple. The evil in that place penetrates all that enter; I barely managed to find my way out, wading through the ooze that now covers the floors. All I can remember is stumbling through a large circular room, filled with serpent statues...Recently, I discovered a round stone that appeared to have the same serpent symbol imprinted on it. I had it packed up and shipped to my workshop in Ratchet. Retrieve it, and I might be able to tell you more."
3445,"I have heard of a place that lies deep below the surface of the earth -- banished there by powers greater than I have ever seen.If you wish to learn more of this place; the Sunken Temple, seek out a goblin named Marvon Rivetseeker. Much like Troyas and I, he has studied many ancient areas of the world. He was last known to have left his home in Ratchet to study the troll ruins in Tanaris.Good luck finding him; he hasn't been heard from in some time."
3446,"Inside the temple, I found a circular room with six balconies, each one with a serpent statue on the edge. Curious, I pushed one of them to see what would happen, and it was a trap! I nearly fell to my death from the explosion. Laying there on the ledge, I looked down and noticed that there was another statue at the base of the room; an altar of sorts... Hakkar, I think it was called.I think that this altar is the secret -- you must bring this token to the altar in the Sunken Temple."
3447,"My memories are cloudy, but I will tell you what I can. The circle of statues in the Sunken Temple, while dangerous, I believe that they hold the secret to unlock an even greater treasure.From the main altar, I was able to activate a series of lights. I think that if you can uncover what these lights mean, you might be able to unlock whatever secrets are hiding in this room.I warn you though, <name>. Great evil lies in the temple. It's likely that anything valuable will be fervently guarded..."
3448,"I've recently been handed the responsibility of investigating Azshara--a once beautiful area the elves called home. This would be back when they practiced magic. It's now a more dangerous place than it is beautiful, but that doesn't stop us from turning over every stone for answers to our past.A companion of mine named Tymor offered to help me investigate the area since he takes a particular interest in such things.He owns a small place to the right of the Hall of Mysteries here in the city."
3449,"Magic was once as revered as Elune herself to some elves. Some of their most powerful mages created runes and tablets citing rules of the arcane and insights into their findings. They would leave these for all to ponder in public places.I would very much like rubbings of these runes from the Ruins of Eldarath. I have a kit for you to make the rubbings with, but it will be up to you to find them. Be careful though, the Explorer's League isn't the only one interested in Eldarath."
3450,"I want the rubbings delivered to my tower, but there's no need to have you go all the way there. I'll just have them air-lifted out of Azshara.Xiggs Fuselighter owes me a favor or two and will be in the area soon--he's signed on to patrol the coast. Speak to him before you leave. He can give you a flare gun to signal him with. When you have the rubbings, just head to wherever he tells you and then give them to him so he can get them to my tower safely. He should be in the hangar in the Military Ward."
3451,"Ah, so Tymor sent you, huh? Yeah, I owe him a favor or two. What's that? Why, that little devil. Yeah, I can help him out with that. So you'll need a flare gun and a location... easy enough.There's a small island off the southern peninsula of Azshara that we've made a landing pad on. You take this flare gun, and use it there. I'll see your signal and come by to pick up this... whatever it is he wants."
3452,We need one final piece to form the torch.In the mountains to the northwest you will find a large encampment of Twilight's Hammer. It is rumored that they carry symbols and idols that pay homage to their god. These symbols and idols could carry sufficient enchantment to form a magical casing. Bring me a single symbol of Ragnaros and I will try to extract the magic from the item to create the casing.
3453,Give me a moment to combine the pieces and apply the necessary enchantments.
3454,"The torch must now be bound to its owner. Pick up the torch, <name>."
3461,"Tymor didn't give me anything to pay you with, so I suggest you take it up with him when you get back to Ironforge. I'm sure he'll still be in his place in the Mystic Ward. Just go knockin' and make sure he pays you good. This place ain't no picnic... that's for sure.Thanks again for helping him out though, and good luck.Oh, and I don't need the drawing kit. Why don't you just bring it back to Tymor when you go to see him?"
3462,"Speak with my envoy, Squire Maltrake. He will further instruct you as to the use of the Torch of Retribution."
3463,"Listen well, <name>. While the four towers can never be destroyed, you can use the torch of retribution to set them ablaze for a very long period of time: A fire that no element or force can subdue.While they are ablaze, no guard or sentry unit can inhabit the watch posts and thus, their first line of defense is nullified.You must enter each tower and use the Torch of Retribution within their fortifications. Beware the lookouts posted by the Dark Irons, <name>."
3481,The chest appears locked.
3501,"Although you may never find a flawless sphere of draenethyst, you will undoubtedly uncover various imperfect fragments of the draenethyst in your exploration of these lands.While it is doubtful that Kum'isha will be able to use the flawed fragments to return home, the pieces may serve other, useful purposes for the draenei.Return any piece of flawed draenethyst fragments that you may find and I shall reward you."
3502,"Well, after that display of voracious greed, I feel nauseous.Regardless, I shall not dwell too long on your material addiction.For each imperfect draenethyst fragment you turn in, I shall reward you with more junk. My junk heap gets smaller while your junk heap gets larger. On Draenor we call this a 'win-win' situation."
3504,"Betraying, thieving woman! That's what I call her--that's all she'll ever be!I may have made a grave mistake, <name>. I trusted a blood elf. What's worse, I trusted a woman!She claimed Azshara would hold great riches... powerful items. I simply send some warriors with her to protect her and I would be rewarded. Well, look who's the fool--she's killed them all.I want vengeance, <name>, but I can't afford to send anyone else. Find Ag'tor at Valormok, north of the Haldarr Encampment. He'll tell you more."
3505,I thought as much.We start our crusade against her workers along the southern bluffs on the northern peninsula of Azshara. Kill them with bloody rage--let them know they've betrayed the wrong allies.Do not concern yourself with her yet--she spends most of her time with her bodyguards searching Azshara. It would be prudent after you've slain her workers to find her personal camp. Scouting out where we can attack her would be wise. Perhaps there is something there we can use to provoke her.
3506,"A few more moments of thought brings a few ideas to mind, one of which brings a smile to your face: perhaps destroying the crystals would upset the blood elf responsible for the slaughter of so many orcs and the betrayal of Belgrom?You continue to decipher more of the script and pictures and realize that one of the crystals is tied to the creator of the circle--the others are tied to something far more sinister.You close the book and begin to decide which crystal to destroy."
3507,"Return to Belgrom in Orgrimmar. He will want to see her head for himself! We'll return there shortly.Ah, this is indeed a good day. Thank you for your help, <name>."
3508,"You are foolhardy, <name>. It is an admirable quality of your kind - to blindly enter battle when you have little to no chance of success. I will assist you, if only to see just one of Razelikh's minions fall.To break the ward placed over Razelikh's subordinates will take time and require the acquisition of rare artifacts.Be still, I must first perform the enlightenment ritual. The information I gather will assist me in forging weapons of great power."
3509,"There is only one way to harm the demon lord and his minions. A weapon of power must be forged bearing his true name.When such a weapon is forged, the demon and all under his command are vulnerable.A lesser deity resides in Azshara: Lord Arkkoroc. You must seek him out but be warned, his minions will stop at nothing to destroy you if you are discovered.Undoubtedly, you will have to pay a price for such information."
3510,"She kills my children, mortal. She that calls herself the ruler of these oceans. A false god, nothing more. Crush her and bring back all of her heads.For that, you will be given the name that you seek and something else of equal importance.She roams the clutch... Hetaera she is called.<Lord Arkkoroc points to the southwest.>Go!"
3511,"As promised, I will reveal the name of the demon lord, Razelikh the Defiler. First, however, I must prepare something of utmost importance for your journey.The weapon you seek to create requires a temper. Give me a moment to drain the blood from these heads.<Lord Arkkoroc squeezes the heads in between his gigantic fists, draining them of their blood.>Take the temper back to Loramus along with the name of the beast: Rakh'likh."
3512,"<name>, our first step will be to devise a method to speak with Eranikus through the gem.  He lies in a precarious state between sleep and death now, twisted within a weave of nightmares.  Though the essence you have given me is badly tainted, there is a chance we can reach him.Travel far to the icy lands of eastern Winterspring and seek one of our mortal allies, Umbranse the Spiritspeaker.  He is a human medium who speaks for the dead.  Though Eranikus is not truly dead, he may be of aid to us still."
3513,"The official-looking scroll is wrapped tightly with a silvery ribbon. You're sure someone would be interested in seeing this, but who?There is an outpost close to the Ashenvale border to the north, and if the information on this scroll involves the night elves, this would be the place to take it."
3514,"This scroll is from that scheming dryad Rynthariel, Keymaster of the Talon Den on Stonetalon Peak.She'll not be making any more contact with the messenger you looted this from, heh, but we must stand our ground here. The Horde will not tolerate her outrunners here.<name>, travel to the Talon Den. Kill Rynthariel, and then put up a symbol for all to see. Take this Horde flag, <name>. Put it up in the Talon Den so that they will not be so rash as to send another messenger through our territory again."
3517,"I admit, <name>, I've made the most of my situation in Azshara. Belgrom's punishment has had its share of benefits.Before I left, I did some research and you would be surprised how many valuable items are lying around.I'll tell you more about my deals, and even give you a cut of the profits, if you help me gather some of them.There are tablets throughout the Ruins of Eldarath to the east that I need. All four are named after Highborne wizards. Get them for me and we'll talk some more."
3518,"The first tablet goes to a tauren female... one called Magatha. She is among the elders in Thunder Bluff, and is one of the proponents of the alliance between the tauren and the Forsaken. She, more than anyone among the elders, feels the tauren and their ways can help the Forsaken find a path back to being human.Bring her the Tablet of Beth'Amara. The tablet may be the link she needs in finding a way to help the Forsaken... or so she claims."
3519,Ughhh... I was bitten very badly by a spider named Githyiss the Vile while exploring the spider cave very close to here. I am sure I have been seriously poisoned; you must help me.Please tell Dirania Silvershine. She will be able to help me.Hurry... I'm so dizzy...
3520,"I seek the spirits of the vale screechers of Feralas.  They are the cousins of an old, old god, and their spirits are linked to him.Take this bramble wand and go to Feralas.  Find and defeat vale screechers in southern and central Feralas, then wave my bramble over their fallen bodies.  This will coax their spirit to reveal itself.  Touch the spirit and collect its essence.Return to me with my bramble and with the collected essence, and I will tell you more of the old god of which I spoke."
3521,"We may be able to help Iverron, as I know of an antidote that should help with the poison. It requires some ingredients, though, before I can make it.I'll need Hyacinth mushrooms. You can find these growing under trees, or you may collect them from the grell south of here; they seem to have taken a liking to them. I'll also need Moonpetal lilies, which only grow around watery pools.The last ingredient may prove the most difficult. From the very spiders that poisoned Iverron, collect Webwood ichor."
3522,"The antidote is ready, <name>. Please see that Iverron drinks it.There is something that you should know -- the antidote -- it will only remain viable for 5 minutes. You must get it to him in time.Speed be with you, <name>."
3523,"Outstanding!  My name is Belnistrasz, and I thank you for rescuing me.  I had given myself up for dead... or worse, as a meal for these Scourge-infested vermin.  Yes - I said Scourge all right; they've brokered some sort of deal with the Quilboar here, and this nightmare is a result.Listen... rather than just flee, I want to make a difference for all of our sakes.  Would you be up to helping me out to that end?  It's probably dangerous, but you seem to be the type not to worry about that too much."
3524,"Majestic sea creatures are known to launch themselves at the Darkshore coastline, beached there until they die. Lately, these beasts have been washing ashore in ever-increasing numbers.  I've been sent here by the Temple of the Moon to investigate, but the presence of murlocs along the water has made my research difficult.There is a giant creature washed ashore just south of Auberdine that is ringed by the foul Greymist murlocs.  Could you go there and retrieve bones from the creature for our study?"
3525,"Near the entrance is an idol that functions as a macabre oven for the Quilboar; the beasts... they literally consume their abductees from the Barrens.  I can shut down the idol and bind them from using it again, but I need your aid in doing so.  My plan: escort me to the idol.  Once we arrive, I'll commence the ritual.  I'll barely be able to communicate with you, let alone defend myself.  Protect me while I shut down the idol.  If they take me down, then it's all over for us.Are you with me?!"
3526,"Expert engineering yields two distinct disciplines: gnome and goblin.  Clearly, goblin engineering is the choice of all brilliant engineers.  Learn to master the world through the judicious use of high explosives and fantastic gear!<name>, read this manual.  If you want to learn about goblin engineering, then take it to Nixx Sprocketspring in Gadgetzan.   Remember - membership is permanent and prevents joining the other discipline, so make sure this is what you want before finishing his task."
3527,"The ancient prophecy of Mosh'aru speaks of a way to contain the god Hakkar's essence.  It was written on two tablets and taken to the troll city of Zul'Farrak, west of Gadgetzan.Bring me the Mosh'aru tablets!The first tablet is held by the long-dead troll Theka the Martyr.  It is said his persecutors were cursed into scarabs and now scuttle about his shrine.The second tablet is held by the hydromancer Velratha, near the sacred pool of Gahz'rilla.When you have the tablets, bring them to me."
3528,"Now it is time to capture the essence of the avatar of Hakkar.Take the Egg of Hakkar to the Sanctum of the Fallen God in the Sunken Temple in Azeroth.  Invoke the egg's power to stir the dead god.He will send his minions against you.  Defeat his bloodrinkers and take their Hakkari blood, then use the blood to dowse the eternal flames that hold Hakkar's spirit.  When all the flames go out, the avatar of Hakkar will enter our world.Defeat him, and place his essence within the egg of Hakkar."
3541,"I have a fence in Orgrimmar. He resides in The Drag. He's difficult to nail down if you don't know where to look, but if you go looking in one of the highest buildings there you should have no problem finding him.Do me a favor though, don't go shouting to all of Kalimdor that he's there and what his business is--it'd be bad for both of us.He'll give us more than a fair price for the Tablet of Jin'yael. I'm not sure why, but you should have seen how excited he was to hear about its whereabouts."
3542,Andron Gant is my next contact. He usually holds himself up in the Undercity... right near the Apothecarium.He was a little more loose-lipped when it came to speaking about what he wanted the Tablet for. Apparently some of the mages of Undercity are looking to study some of the arcane spells the highborne used. They think this tablet will help them. Markri was adept at summoning creatures; especially elementals.Take the Tablet of Markri and return to me for your part of the reward.
3561,"This final tablet goes to someone very dangerous, <name>. Heed me when I tell you that I trust this person far less than anyone else I've asked you to meet with.Archmage Xylem has a tower up in the hills overlooking Azshara. He's human, but he acts like no human I've met... or killed. He exudes power, and I dare not ask him what he plans on doing with the tablet.He came to me, but told me that his bodyguard Sanath would help me get to the tower when I was ready to meet him. Look north for Sanath."
3562,"Take this note to Jediga. Tell her the payment will be here for her when she returns. And tell her I am pleased with her work.Go swiftly, <name>. Tell your master I will be awaiting her here."
3563,"Take this letter to Jediga. Let her know that our deal has been beneficial and I be pleased with her work.You tell her she come back to Orgrimmar fast and Jes'rimon make sure he take good care of her.Tell her that, and maybe in the future I have need of your services again, <name>."
3564,Here... take... <hic> this to Jediga. Good luck to ya!
3565,"What is it? Oh yes, your payment. Of course.Take this and be off with you. I'm sure Jediga is awaiting oh so patiently for your return."
3566,It... It... It was all a trap.Forgive... me.Kill the bastard... Kill him for us... for Thorius.
3568,"See that tauren behind me--the one who looks like she's going to be ill at any moment? She was in Azshara recently. She claims she was wounded by some naga while making her way through the Ruins of Eldarath.After fighting off a few of them, she took a break on the beach and drank from one of the tide pools. Now she's feeling nauseous... among other things.I'd like to find out what she drank. Take this box, in it are some empty vials I labeled. Fill each at different pools and come back."
